"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","MS","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","TB","PTS","BHE"
"Green Bay","2021-2022",2021-03-02,"Green Bay","Horizon","Purdue Fort Wayne","Horizon","Home",7,"Kristen Paulus","OPP",5,0,8,3,26,0.192,0,1,0,7,1,0,2,0,1,10,0
"Green Bay","2021-2022",2021-03-02,"Green Bay","Horizon","Purdue Fort Wayne","Horizon","Home",21,"Danilynn Schell","DS",5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-02,"Green Bay","Horizon","Purdue Fort Wayne","Horizon","Home",11,"Zoi Sherolli","OH",3,0,6,4,14,0.143,0,0,0,2,0,0,0,0,0,6,0
"Green Bay","2021-2022",2021-03-02,"Green Bay","Horizon","Purdue Fort Wayne","Horizon","Home",9,"Ashley Sledge","MB",5,0,9,1,20,0.4,0,0,0,2,0,0,5,0,2.5,11.5,0
"Green Bay","2021-2022",2021-03-02,"Green Bay","Horizon","Purdue Fort Wayne","Horizon","Home",5,"Annelise Sparks","L",5,0,0,0,0,0,2,1,3,17,1,0,0,0,0,1,0
"Green Bay","2021-2022",2021-03-02,"Green Bay","Horizon","Purdue Fort Wayne","Horizon","Home",18,"Alexandra Zakutney","OH",5,0,23,10,59,0.22,1,2,1,7,0,1,2,0,2,27,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",4,"Rylee Boyd","MB",2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",12,"Iro Chounta","OH",3,0,8,2,19,0.316,0,1,2,4,0,0,3,1,2.5,10.5,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",3,"Shannon Coughlin","OH",4,0,8,3,32,0.156,0,0,0,0,0,0,3,0,1.5,9.5,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",13,"Anna Eaton","MB",4,0,5,2,9,0.333,0,0,0,2,0,1,4,0,3,8,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",14,"Calli Gentry","S",4,0,2,0,5,0.4,35,0,1,11,0,0,0,0,0,2,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",10,"Addy Karmik","S",1,0,0,1,1,-1,2,0,0,0,0,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",6,"Kayla Lass","L",4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",7,"Kristen Paulus","OPP",4,0,1,1,4,0,1,0,0,6,3,0,0,0,0,1,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",21,"Danilynn Schell","DS",4,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",11,"Zoi Sherolli","OH",2,0,0,1,5,-0.2,0,0,0,0,0,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",9,"Ashley Sledge","MB",4,0,10,4,20,0.3,0,0,0,3,1,0,2,0,1,11,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",5,"Annelise Sparks","L",4,0,0,0,2,0,3,0,1,12,1,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-08,"Green Bay","Horizon","UIC","Horizon","Away",18,"Alexandra Zakutney","OH",4,0,12,9,45,0.067,0,2,3,7,3,0,0,0,0,14,0
"Green Bay","2021-2022",2021-03-09,"Green Bay","Horizon","UIC","Horizon","Away",12,"Iro Chounta","OH",3,0,10,5,18,0.278,0,0,1,5,0,0,1,0,0.5,10.5,0
"Green Bay","2021-2022",2021-03-09,"Green Bay","Horizon","UIC","Horizon","Away",3,"Shannon Coughlin","OH",3,0,10,3,25,0.28,1,0,0,3,0,1,0,0,1,11,0
"Green Bay","2021-2022",2021-03-09,"Green Bay","Horizon","UIC","Horizon","Away",13,"Anna Eaton","MB",3,0,6,1,16,0.313,0,0,0,1,0,1,2,0,2,8,0
"Green Bay","2021-2022",2021-03-09,"Green Bay","Horizon","UIC","Horizon","Away",14,"Calli Gentry","S",3,0,2,0,7,0.286,37,0,2,4,0,0,1,0,0.5,2.5,0
"Green Bay","2021-2022",2021-03-09,"Green Bay","Horizon","UIC","Horizon","Away",6,"Kayla Lass","L",3,0,0,0,0,0,0,1,0,6,2,0,0,0,0,1,0
"Green Bay","2021-2022",2021-03-09,"Green Bay","Horizon","UIC","Horizon","Away",20,"Tiffany Paalman","MB",3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
"Green Bay","2021-2022",2021-03-09,"Green Bay","Horizon","UIC","Horizon","Away",7,"Kristen Paulus","OPP",3,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-09,"Green Bay","Horizon","UIC","Horizon","Away",11,"Zoi Sherolli","OH",1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-09,"Green Bay","Horizon","UIC","Horizon","Away",9,"Ashley Sledge","MB",3,0,6,1,13,0.385,0,0,0,1,0,0,2,0,1,7,0
"Green Bay","2021-2022",2021-03-09,"Green Bay","Horizon","UIC","Horizon","Away",5,"Annelise Sparks","L",3,0,0,0,3,0,3,1,0,7,1,0,0,0,0,1,0
"Green Bay","2021-2022",2021-03-09,"Green Bay","Horizon","UIC","Horizon","Away",18,"Alexandra Zakutney","OH",3,0,10,4,28,0.214,2,0,0,13,2,0,2,1,2,11,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",4,"Rylee Boyd","MB",2,0,1,0,4,0.25,0,0,0,1,0,0,1,1,1.5,1.5,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",12,"Iro Chounta","OH",3,0,9,4,28,0.179,0,1,2,11,0,0,0,0,0,10,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",3,"Shannon Coughlin","OH",3,0,6,4,30,0.067,0,0,0,1,0,0,2,0,1,7,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",13,"Anna Eaton","MB",2,0,3,1,9,0.222,0,0,0,0,0,0,0,0,0,3,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",14,"Calli Gentry","S",3,0,1,1,6,0,26,0,2,11,0,0,0,0,0,1,1
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",6,"Kayla Lass","L",3,0,0,0,0,0,4,0,2,23,2,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",20,"Tiffany Paalman","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",7,"Kristen Paulus","OPP",3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",21,"Danilynn Schell","DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",11,"Zoi Sherolli","OH",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",9,"Ashley Sledge","MB",3,0,8,4,18,0.222,0,0,1,2,0,0,2,0,1,9,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",5,"Annelise Sparks","L",3,0,0,0,0,0,1,0,2,7,1,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",18,"Alexandra Zakutney","OH",3,0,10,6,38,0.105,1,2,1,7,0,0,1,0,0.5,12.5,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",4,"Rylee Boyd","MB",3,0,7,2,13,0.385,0,0,0,0,0,1,4,1,4,10,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",12,"Iro Chounta","OH",3,0,9,9,32,0,0,1,2,8,0,0,4,0,2,12,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",3,"Shannon Coughlin","OH",3,0,2,4,18,-0.111,0,0,0,1,0,0,0,0,0,2,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",14,"Calli Gentry","S",3,0,0,1,5,-0.2,29,1,0,9,0,0,1,0,0.5,1.5,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",6,"Kayla Lass","L",3,0,0,0,0,0,0,0,2,16,2,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",7,"Kristen Paulus","OPP",2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",11,"Zoi Sherolli","OH",3,0,4,1,14,0.214,1,0,1,4,0,0,0,0,0,4,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",9,"Ashley Sledge","MB",3,0,8,4,21,0.19,0,0,0,6,0,0,2,0,1,9,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",5,"Annelise Sparks","L",3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Green Bay","2021-2022",2021-03-22,"Green Bay","Horizon","Wright St.","Horizon","Away",18,"Alexandra Zakutney","OH",3,0,5,7,27,-0.074,0,0,2,0,1,0,1,0,0.5,5.5,0
"IU Indy","2021-2022",2021-01-25,"IU Indy","Horizon","Youngstown St.","Horizon","Away",10,"Emily Alan","MB",5,0,8,3,18,0.278,1,0,1,1,1,0,2,1,2,9,0
"IU Indy","2021-2022",2021-01-25,"IU Indy","Horizon","Youngstown St.","Horizon","Away",1,"Alli Cook","L/DS",5,0,1,0,1,1,1,0,3,6,0,0,0,0,0,1,0
"IU Indy","2021-2022",2021-01-25,"IU Indy","Horizon","Youngstown St.","Horizon","Away",11,"Darragh Dixon","S",5,0,5,1,12,0.333,46,0,1,17,0,0,1,0,0.5,5.5,1
"IU Indy","2021-2022",2021-01-25,"IU Indy","Horizon","Youngstown St.","Horizon","Away",7,"Millai Madison","MB",5,0,12,4,29,0.276,0,0,0,2,0,0,3,2,3.5,13.5,0
"IU Indy","2021-2022",2021-01-25,"IU Indy","Horizon","Youngstown St.","Horizon","Away",6,"Maddie Ohm","OH",5,0,20,9,46,0.239,3,5,4,16,1,0,2,1,2,26,0
"IU Indy","2021-2022",2021-01-25,"IU Indy","Horizon","Youngstown St.","Horizon","Away",14,"Allie Pogue","OH",5,0,12,10,45,0.044,1,0,2,14,4,0,0,0,0,12,0
"IU Indy","2021-2022",2021-01-25,"IU Indy","Horizon","Youngstown St.","Horizon","Away",18,"Corrissa Remter","MB",5,0,6,5,18,0.056,0,1,7,1,0,0,4,0,2,9,0
"IU Indy","2021-2022",2021-01-25,"IU Indy","Horizon","Youngstown St.","Horizon","Away",9,"Rhiannon Schuenemann","L/DS",5,0,0,1,1,-1,8,0,3,20,2,0,0,0,0,0,0
"IU Indy","2021-2022",2021-01-26,"IU Indy","Horizon","Youngstown St.","Horizon","Away",10,"Emily Alan","MB",4,0,11,2,18,0.5,0,1,3,2,0,0,5,0,2.5,14.5,0
"IU Indy","2021-2022",2021-01-26,"IU Indy","Horizon","Youngstown St.","Horizon","Away",1,"Alli Cook","L/DS",4,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0
"IU Indy","2021-2022",2021-01-26,"IU Indy","Horizon","Youngstown St.","Horizon","Away",11,"Darragh Dixon","S",4,0,1,2,8,-0.125,42,0,1,9,0,0,0,0,0,1,0
"IU Indy","2021-2022",2021-01-26,"IU Indy","Horizon","Youngstown St.","Horizon","Away",7,"Millai Madison","MB",4,0,6,3,22,0.136,0,0,0,2,0,0,0,1,1,6,0
"IU Indy","2021-2022",2021-01-26,"IU Indy","Horizon","Youngstown St.","Horizon","Away",6,"Maddie Ohm","OH",4,0,15,10,43,0.116,2,0,5,4,5,0,4,2,4,17,0
"IU Indy","2021-2022",2021-01-26,"IU Indy","Horizon","Youngstown St.","Horizon","Away",14,"Allie Pogue","OH",4,0,17,4,32,0.406,0,1,1,9,3,0,1,0,0.5,18.5,0
"IU Indy","2021-2022",2021-01-26,"IU Indy","Horizon","Youngstown St.","Horizon","Away",18,"Corrissa Remter","MB",4,0,5,3,19,0.105,0,0,0,3,1,0,0,0,0,5,0
"IU Indy","2021-2022",2021-01-26,"IU Indy","Horizon","Youngstown St.","Horizon","Away",9,"Rhiannon Schuenemann","L/DS",4,0,0,0,0,0,4,2,4,18,1,0,0,0,0,2,0
"IU Indy","2021-2022",2021-02-08,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",10,"Emily Alan","MB",3,0,4,5,16,-0.063,0,0,1,2,0,1,2,0,2,6,0
"IU Indy","2021-2022",2021-02-08,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",1,"Alli Cook","L/DS",2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
"IU Indy","2021-2022",2021-02-08,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",11,"Darragh Dixon","S",3,0,1,0,4,0.25,20,1,0,7,0,0,0,0,0,2,1
"IU Indy","2021-2022",2021-02-08,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",5,"Rachel Funkhouser","DS",3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"IU Indy","2021-2022",2021-02-08,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",7,"Millai Madison","MB",3,0,8,2,18,0.333,0,0,0,3,0,0,2,1,2,9,0
"IU Indy","2021-2022",2021-02-08,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",6,"Maddie Ohm","OH",3,0,3,7,17,-0.235,0,0,3,4,2,0,0,0,0,3,0
"IU Indy","2021-2022",2021-02-08,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",14,"Allie Pogue","OH",3,0,6,5,23,0.043,0,2,1,0,3,0,0,0,0,8,0
"IU Indy","2021-2022",2021-02-08,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",18,"Corrissa Remter","MB",3,0,2,3,10,-0.1,0,0,0,1,0,2,0,0,2,4,0
"IU Indy","2021-2022",2021-02-08,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",9,"Rhiannon Schuenemann","L/DS",3,0,0,0,0,0,2,1,0,6,1,0,0,0,0,1,0
"IU Indy","2021-2022",2021-02-09,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",10,"Emily Alan","MB",3,0,5,1,13,0.308,0,0,2,0,0,1,1,0,1.5,6.5,0
"IU Indy","2021-2022",2021-02-09,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",1,"Alli Cook","L/DS",3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0
"IU Indy","2021-2022",2021-02-09,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",11,"Darragh Dixon","S",3,0,6,0,8,0.75,31,1,0,5,0,0,0,0,0,7,0
"IU Indy","2021-2022",2021-02-09,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",5,"Rachel Funkhouser","DS",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"IU Indy","2021-2022",2021-02-09,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",7,"Millai Madison","MB",3,0,7,3,18,0.222,0,0,0,1,1,0,0,1,1,7,0
"IU Indy","2021-2022",2021-02-09,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",6,"Maddie Ohm","OH",3,0,6,2,19,0.211,0,0,4,6,0,0,0,2,2,6,0
"IU Indy","2021-2022",2021-02-09,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",14,"Allie Pogue","OH",3,0,11,5,31,0.194,0,1,1,5,2,0,1,0,0.5,12.5,0
"IU Indy","2021-2022",2021-02-09,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",18,"Corrissa Remter","MB",3,0,4,1,6,0.5,0,0,0,0,0,0,0,0,0,4,0
"IU Indy","2021-2022",2021-02-09,"IU Indy","Horizon","Purdue Fort Wayne","Horizon","Home",9,"Rhiannon Schuenemann","L/DS",3,0,0,0,0,0,2,0,0,11,2,0,0,0,0,0,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",10,"Emily Alan","MB",3,0,5,4,21,0.048,0,0,0,1,0,0,1,2,2.5,5.5,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",1,"Alli Cook","L/DS",3,0,0,0,0,0,0,2,0,6,0,0,0,0,0,2,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",11,"Darragh Dixon","S",3,0,1,0,9,0.111,20,0,2,10,0,0,0,0,0,1,1
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",5,"Rachel Funkhouser","DS",3,0,0,0,0,0,2,1,1,14,0,0,0,0,0,1,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",7,"Millai Madison","MB",3,0,6,2,15,0.267,0,0,0,1,0,0,3,0,1.5,7.5,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",6,"Maddie Ohm","OH",3,0,4,3,15,0.067,0,0,0,2,3,0,1,0,0.5,4.5,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",14,"Allie Pogue","OH",3,0,7,8,42,-0.024,0,0,0,9,2,0,1,0,0.5,7.5,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",18,"Corrissa Remter","MB",3,0,3,4,10,-0.1,0,0,2,1,0,0,4,1,3,5,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",9,"Rhiannon Schuenemann","L/DS",3,0,0,0,0,0,2,1,2,11,2,0,0,0,0,1,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",10,"Emily Alan","MB",3,0,5,2,13,0.231,0,0,2,2,0,0,1,0,0.5,5.5,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",1,"Alli Cook","L/DS",3,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",11,"Darragh Dixon","S",3,0,1,3,7,-0.286,28,0,0,5,0,0,0,0,0,1,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",5,"Rachel Funkhouser","DS",3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",7,"Millai Madison","MB",3,0,7,3,21,0.19,0,0,0,2,0,0,2,1,3,8,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",6,"Maddie Ohm","OH",3,0,4,4,24,0,0,0,0,3,0,0,0,1,1,4,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",14,"Allie Pogue","OH",3,0,10,8,38,0.053,0,0,1,6,3,0,0,0,0,10,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",18,"Corrissa Remter","MB",3,0,6,4,15,0.133,0,0,0,0,0,0,1,0,0.5,6.5,0
"IU Indy","2021-2022",2021-03-02,"IU Indy","Horizon","Wright St.","Horizon","Home",9,"Rhiannon Schuenemann","L/DS",3,0,0,0,1,0,0,1,2,11,0,0,0,0,0,1,0
"IU Indy","2021-2022",2021-03-15,"IU Indy","Horizon","Robert Morris","Horizon","Away",10,"Emily Alan","MB",4,0,9,6,30,0.1,0,0,3,2,0,0,6,0,3,12,0
"IU Indy","2021-2022",2021-03-15,"IU Indy","Horizon","Robert Morris","Horizon","Away",1,"Alli Cook","L/DS",4,0,0,0,0,0,1,2,0,17,1,0,0,0,0,2,0
"IU Indy","2021-2022",2021-03-15,"IU Indy","Horizon","Robert Morris","Horizon","Away",11,"Darragh Dixon","S",4,0,0,1,6,-0.167,38,0,1,4,0,0,3,0,1.5,1.5,1
"IU Indy","2021-2022",2021-03-15,"IU Indy","Horizon","Robert Morris","Horizon","Away",5,"Rachel Funkhouser","DS",4,0,0,0,2,0,0,3,2,14,3,0,0,0,0,3,0
"IU Indy","2021-2022",2021-03-15,"IU Indy","Horizon","Robert Morris","Horizon","Away",7,"Millai Madison","MB",4,0,8,0,15,0.533,0,0,0,0,0,0,2,0,1,9,0
"IU Indy","2021-2022",2021-03-15,"IU Indy","Horizon","Robert Morris","Horizon","Away",6,"Maddie Ohm","OH",4,0,6,8,30,-0.067,0,0,0,1,4,0,4,0,2,8,0
"IU Indy","2021-2022",2021-03-15,"IU Indy","Horizon","Robert Morris","Horizon","Away",14,"Allie Pogue","OH",4,0,9,11,36,-0.056,0,1,0,10,0,0,0,0,0,10,0
"IU Indy","2021-2022",2021-03-15,"IU Indy","Horizon","Robert Morris","Horizon","Away",9,"Rhiannon Schuenemann","L/DS",4,0,9,4,24,0.208,0,0,0,6,0,0,1,1,1.5,9.5,0
"IU Indy","2021-2022",2021-03-16,"IU Indy","Horizon","Robert Morris","Horizon","Away",10,"Emily Alan","MB",3,0,2,3,17,-0.059,0,0,3,1,0,1,0,2,3,3,0
"IU Indy","2021-2022",2021-03-16,"IU Indy","Horizon","Robert Morris","Horizon","Away",11,"Darragh Dixon","S",3,0,0,1,3,-0.333,24,1,1,10,0,0,0,0,0,1,0
"IU Indy","2021-2022",2021-03-16,"IU Indy","Horizon","Robert Morris","Horizon","Away",5,"Rachel Funkhouser","DS",3,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0
"IU Indy","2021-2022",2021-03-16,"IU Indy","Horizon","Robert Morris","Horizon","Away",7,"Millai Madison","MB",3,0,1,2,8,-0.125,0,0,0,1,0,0,2,0,1,2,0
"IU Indy","2021-2022",2021-03-16,"IU Indy","Horizon","Robert Morris","Horizon","Away",6,"Maddie Ohm","OH",3,0,5,5,20,0,0,2,1,8,1,0,0,0,0,7,0
"IU Indy","2021-2022",2021-03-16,"IU Indy","Horizon","Robert Morris","Horizon","Away",14,"Allie Pogue","OH",3,0,11,6,37,0.135,0,0,0,9,5,0,1,0,0.5,11.5,0
"IU Indy","2021-2022",2021-03-16,"IU Indy","Horizon","Robert Morris","Horizon","Away",9,"Rhiannon Schuenemann","L/DS",3,0,6,5,22,0.045,0,0,1,6,0,0,1,1,1.5,6.5,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",10,"Emily Alan","MB",3,0,6,1,12,0.417,0,0,0,3,0,1,2,1,3,8,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",1,"Alli Cook","L/DS",3,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",11,"Darragh Dixon","S",3,0,0,2,5,-0.4,25,1,2,7,0,0,0,0,0,1,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",5,"Rachel Funkhouser","DS",3,0,0,0,0,0,0,1,0,10,1,0,0,0,0,1,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",7,"Millai Madison","MB",3,0,3,1,16,0.125,0,0,0,1,0,0,1,0,0.5,3.5,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",6,"Maddie Ohm","OH",3,0,6,1,16,0.313,0,0,0,4,1,1,1,0,1.5,7.5,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",14,"Allie Pogue","OH",3,0,8,6,30,0.067,0,0,0,5,1,0,1,1,1.5,8.5,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",9,"Rhiannon Schuenemann","L/DS",3,0,4,3,18,0.056,0,0,0,8,0,0,1,0,0.5,4.5,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",10,"Emily Alan","MB",3,0,3,2,13,0.077,0,0,3,3,0,0,1,0,0.5,3.5,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",1,"Alli Cook","L/DS",3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",11,"Darragh Dixon","S",3,0,0,0,2,0,28,0,1,7,0,0,0,0,0,0,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",5,"Rachel Funkhouser","DS",3,0,0,0,0,0,1,0,0,10,6,0,0,0,0,0,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",7,"Millai Madison","MB",3,0,4,3,13,0.077,0,0,0,0,0,0,0,0,0,4,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",6,"Maddie Ohm","OH",3,0,5,4,16,0.063,0,0,0,2,0,0,0,1,1,5,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",14,"Allie Pogue","OH",3,0,14,6,39,0.205,1,0,2,7,2,0,0,0,0,14,0
"IU Indy","2021-2022",2021-03-22,"IU Indy","Horizon","UIC","Horizon","Home",9,"Rhiannon Schuenemann","L/DS",3,0,9,1,19,0.421,3,1,0,16,0,0,1,1,1.5,10.5,0
"Milwaukee","2021-2022",2021-01-25,"Milwaukee","Horizon","Wright St.","Horizon","Home",8,"Kaley Blake","S",3,0,0,0,0,0,12,1,1,5,0,0,0,0,0,1,0
"Milwaukee","2021-2022",2021-01-25,"Milwaukee","Horizon","Wright St.","Horizon","Home",11,"Kleja Cerniauskaite","MB",3,0,2,2,10,0,0,0,0,1,0,0,1,0,0.5,2.5,0
"Milwaukee","2021-2022",2021-01-25,"Milwaukee","Horizon","Wright St.","Horizon","Home",12,"Jess Grabowski","DS",3,0,0,0,0,0,1,0,0,14,2,0,0,0,0,0,0
"Milwaukee","2021-2022",2021-01-25,"Milwaukee","Horizon","Wright St.","Horizon","Home",4,"Carmen Heilemann","MB",3,0,3,5,15,-0.133,0,0,0,0,0,0,1,0,0.5,3.5,0
"Milwaukee","2021-2022",2021-01-25,"Milwaukee","Horizon","Wright St.","Horizon","Home",16,"Abby Koenen","OH",3,0,11,8,42,0.071,0,0,2,9,4,0,0,0,0,11,0
