"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2022-2023","05/04/2023","Penn St.","EIVA","Hawaii @Fairfax, VA (2023 NC MVB Championship)","L 2-3",5,NA,50,18,125,0.256,49,12,27,37,3,1,14,NA,70,NA
"2022-2023","01/09/2023","Princeton","EIVA","@ D'Youville","W 3-0",3,NA,37,14,80,0.288,35,7,19,29,1,NA,14,NA,51,NA
"2022-2023","01/10/2023","Princeton","EIVA","@ Daemen","L 1-3",4,NA,42,20,108,0.204,35,5,15,34,11,NA,2,1,54,NA
"2022-2023","01/13/2023","Princeton","EIVA","@ UCLA","L 1-3",4,NA,42,24,111,0.162,39,7,22,25,8,3,8,3,56,1
"2022-2023","01/16/2023","Princeton","EIVA","@ Pepperdine","L 0-3",3,NA,36,12,80,0.3,34,1,12,15,5,1,9,2,42.5,1
"2022-2023","01/18/2023","Princeton","EIVA","@ CUI","W 3-1",4,NA,54,23,115,0.27,45,NA,21,20,6,1,8,NA,73,NA
"2022-2023","01/26/2023","Princeton","EIVA","@ Ohio St.","L 1-3",4,NA,48,27,118,0.178,43,11,19,33,6,NA,15,1,66.5,1
"2022-2023","01/27/2023","Princeton","EIVA","@ Ohio St.","L 2-3",5,NA,49,16,109,0.303,47,2,25,26,5,1,14,4,59,NA
"2022-2023","02/03/2023","Princeton","EIVA","Sacred Heart","W 3-1",4,NA,41,16,94,0.266,38,NA,12,35,3,2,9,1,61.5,NA
"2022-2023","02/04/2023","Princeton","EIVA","Tusculum","Ppd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","02/08/2023","Princeton","EIVA","CSUN","L 2-3",5,NA,49,25,116,0.207,46,12,19,35,3,3,20,1,74,NA
"2022-2023","02/11/2023","Princeton","EIVA","St. Francis Brooklyn","W 3-0",3,NA,29,12,63,0.27,25,12,10,21,5,NA,7,NA,44.5,NA
"2022-2023","02/17/2023","Princeton","EIVA","@ Penn St.","L 0-3",3,NA,31,16,74,0.203,31,4,15,23,NA,NA,16,1,43,NA
"2022-2023","02/18/2023","Princeton","EIVA","@ Penn St.","L 0-3",3,NA,27,22,77,0.065,25,4,17,25,6,1,NA,1,32,NA
"2022-2023","02/24/2023","Princeton","EIVA","Harvard","W 3-1",4,NA,55,20,109,0.321,49,10,16,28,9,1,9,3,70.5,NA
"2022-2023","02/25/2023","Princeton","EIVA","Harvard","W 3-1",4,NA,59,15,103,0.427,57,9,21,27,6,3,15,NA,78.5,NA
"2022-2023","03/03/2023","Princeton","EIVA","FDU","W 3-0",3,NA,31,12,68,0.279,27,11,15,23,3,NA,13,2,48.5,NA
"2022-2023","03/11/2023","Princeton","EIVA","@ NJIT","W 3-2",5,NA,54,19,102,0.343,52,8,27,32,8,NA,12,NA,68,1
"2022-2023","03/15/2023","Princeton","EIVA","@ Grand Canyon","L 0-3",3,NA,36,19,84,0.202,34,3,21,22,5,1,6,1,43,NA
"2022-2023","03/17/2023","Princeton","EIVA","@ Grand Canyon","L 0-3",3,NA,34,13,78,0.269,31,2,23,18,4,2,2,NA,39,NA
"2022-2023","03/24/2023","Princeton","EIVA","@ George Mason","W 3-1",4,NA,48,17,91,0.341,48,9,21,30,3,NA,13,2,63.5,2
"2022-2023","03/25/2023","Princeton","EIVA","Loyola Chicago @Fairfax, VA","W 3-1",4,NA,48,24,113,0.212,45,10,19,38,6,NA,12,2,64,NA
"2022-2023","04/01/2023","Princeton","EIVA","George Mason","L 0-3",3,NA,28,21,85,0.082,27,5,15,21,3,2,17,4,43.5,NA
"2022-2023","04/07/2023","Princeton","EIVA","@ Charleston (WV)","W 3-0",3,NA,43,16,87,0.31,42,5,18,31,NA,2,7,NA,53.5,NA
"2022-2023","04/08/2023","Princeton","EIVA","@ Charleston (WV)","W 3-1",4,NA,55,NA,123,0.179,49,7,30,26,2,1,20,NA,73,1
"2022-2023","04/14/2023","Princeton","EIVA","NJIT","W 3-1",4,NA,58,21,122,0.303,48,12,26,28,2,1,14,1,78,NA
"2022-2023","04/20/2023","Princeton","EIVA","#6 NJIT @University Park, PA (2023 EIVA MVB Tournament)","W 3-1",4,NA,51,15,95,0.379,49,12,24,20,3,2,18,2,74,NA
"2022-2023","04/22/2023","Princeton","EIVA","@#1 Penn St. 2023 EIVA MVB Tournament","L 0-3",3,NA,24,20,74,0.054,24,4,17,19,5,2,9,1,34.5,NA
"2022-2023","01/12/2023","Ball St.","MIVA","@ Hawaii","L 1-3",4,NA,51,18,103,0.32,48,1,17,29,7,NA,20,3,62,NA
"2022-2023","01/13/2023","Ball St.","MIVA","@ Hawaii","L 1-3",4,NA,41,13,95,0.295,38,3,16,22,8,1,13,2,51.5,1
"2022-2023","01/20/2023","Ball St.","MIVA","Harvard","W 3-0",3,NA,45,6,72,0.542,41,3,11,27,2,1,14,NA,56,NA
"2022-2023","01/21/2023","Ball St.","MIVA","Tusculum","W 3-2",5,NA,54,25,126,0.23,51,6,16,40,4,1,10,1,66,2
"2022-2023","01/27/2023","Ball St.","MIVA","Queens (NC)","W 3-0",3,NA,37,11,66,0.394,35,9,15,29,NA,NA,14,1,53,NA
"2022-2023","01/28/2023","Ball St.","MIVA","Sacred Heart","W 3-0",3,NA,33,7,57,0.456,30,2,11,22,1,4,19,NA,48.5,NA
"2022-2023","02/02/2023","Ball St.","MIVA","BYU","L 1-3",4,NA,67,19,136,0.353,60,2,16,42,9,2,20,2,81,NA
"2022-2023","02/03/2023","Ball St.","MIVA","BYU","W 3-1",4,NA,50,14,111,0.324,48,7,21,27,3,NA,30,3,72,NA
"2022-2023","02/09/2023","Ball St.","MIVA","Lewis","L 2-3",5,NA,55,27,118,0.237,51,4,16,38,3,1,14,1,67,1
"2022-2023","02/11/2023","Ball St.","MIVA","McKendree","W 3-1",4,NA,55,17,114,0.333,50,7,12,34,7,NA,18,NA,71,1
"2022-2023","02/16/2023","Ball St.","MIVA","@ Loyola Chicago","L 1-3",4,NA,56,25,107,0.29,54,6,19,30,7,NA,14,4,69,NA
"2022-2023","02/18/2023","Ball St.","MIVA","@ Purdue Fort Wayne","W 3-2",5,NA,48,20,121,0.231,45,3,14,41,6,4,NA,NA,77.5,NA
"2022-2023","02/24/2023","Ball St.","MIVA","@ Lindenwood","W 3-2",5,NA,53,20,120,0.275,50,2,11,46,6,3,10,1,63,NA
"2022-2023","02/25/2023","Ball St.","MIVA","@ Quincy","W 3-0",3,NA,40,16,83,0.289,38,2,10,28,3,2,8,NA,48,NA
"2022-2023","03/01/2023","Ball St.","MIVA","Central St. (OH)","W 3-0",3,NA,34,6,68,0.412,30,4,11,24,2,2,9,1,44.5,NA
"2022-2023","03/03/2023","Ball St.","MIVA","@ Long Beach St.","L 1-3",4,NA,46,15,115,0.27,42,2,14,38,5,1,15,4,56.5,NA
"2022-2023","03/05/2023","Ball St.","MIVA","@ UC San Diego","W 3-2",5,NA,60,15,119,0.378,54,6,14,37,4,1,30,1,82,NA
"2022-2023","03/08/2023","Ball St.","MIVA","@ Grand Canyon","L 0-3",3,NA,44,11,85,0.388,43,1,11,26,1,NA,2,NA,46,NA
"2022-2023","03/15/2023","Ball St.","MIVA","Ohio St.","W 3-0",3,NA,41,9,79,0.405,39,4,11,33,3,3,4,NA,50,NA
"2022-2023","03/18/2023","Ball St.","MIVA","@ Ohio St.","L 2-3",5,NA,51,23,122,0.23,50,7,12,37,10,NA,15,4,65.5,NA
"2022-2023","03/24/2023","Ball St.","MIVA","Quincy","W 3-1",4,NA,59,13,121,0.38,49,NA,9,34,1,NA,22,1,70,NA
"2022-2023","03/25/2023","Ball St.","MIVA","Lindenwood","W 3-0",3,NA,44,8,69,0.522,41,2,7,28,2,3,13,NA,55.5,NA
"2022-2023","03/30/2023","Ball St.","MIVA","@ McKendree","W 3-0",3,NA,42,10,72,0.444,37,3,10,23,2,NA,6,2,48,NA
"2022-2023","04/01/2023","Ball St.","MIVA","@ Lewis","W 3-2",5,NA,52,23,120,0.242,46,6,14,38,3,NA,18,NA,67,NA
"2022-2023","04/06/2023","Ball St.","MIVA","Loyola Chicago","W 3-0",3,NA,42,12,80,0.375,32,2,6,30,2,2,8,NA,50,2
"2022-2023","04/08/2023","Ball St.","MIVA","Purdue Fort Wayne","W 3-0",3,NA,43,11,84,0.381,36,5,8,29,1,2,15,NA,57.5,NA
"2022-2023","04/15/2023","Ball St.","MIVA","#8 Quincy 2023 MIVA MVB Tournament","W 3-0",3,NA,44,8,72,0.5,37,3,14,19,3,1,16,1,56,1
"2022-2023","04/19/2023","Ball St.","MIVA","#4 Lewis 2023 MIVA MVB Tournament","W 3-0",3,NA,46,12,85,0.4,42,3,10,24,1,1,24,NA,62,1
"2022-2023","04/22/2023","Ball St.","MIVA","#3 Ohio St. 2023 MIVA MVB Tournament","L 1-3",4,NA,46,16,109,0.275,44,2,11,35,6,NA,17,4,56.5,NA
"2022-2023","01/06/2023","Lewis","MIVA","UC Irvine @Provo, UT","L 1-3",4,NA,62,15,111,0.423,60,4,23,31,5,NA,11,2,71.5,NA
"2022-2023","01/07/2023","Lewis","MIVA","@ BYU","L 1-3",4,NA,38,15,84,0.274,38,2,17,17,7,2,12,2,48,1
"2022-2023","01/10/2023","Lewis","MIVA","Missouri S&T","W 3-0",3,NA,33,12,65,0.323,30,11,12,24,NA,NA,5,NA,46.5,NA
"2022-2023","01/11/2023","Lewis","MIVA","King (TN)","W 3-0",3,NA,34,10,64,0.375,31,10,10,28,1,5,2,NA,50,NA
"2022-2023","01/14/2023","Lewis","MIVA","UC San Diego","W 3-1",4,NA,53,23,112,0.268,49,5,19,38,4,2,16,NA,68,NA
"2022-2023","01/20/2023","Lewis","MIVA","Stanford @Austin, TX","L 1-3",4,NA,57,20,131,0.282,55,1,17,38,4,1,15,NA,66.5,NA
"2022-2023","01/21/2023","Lewis","MIVA","Pepperdine @Austin, TX","L 1-3",4,NA,47,17,99,0.303,45,6,12,26,11,1,16,NA,62,NA
"2022-2023","01/27/2023","Lewis","MIVA","St. Francis Brooklyn","W 3-0",3,NA,34,8,64,0.406,30,8,14,17,2,2,11,NA,49.5,NA
"2022-2023","01/28/2023","Lewis","MIVA","Maryville (MO)","W 3-0",3,NA,37,12,72,0.347,33,8,20,22,2,NA,22,NA,56,NA
"2022-2023","02/03/2023","Lewis","MIVA","@ George Mason","L 0-3",3,NA,37,14,85,0.271,36,NA,12,24,8,1,10,NA,43,2
"2022-2023","02/04/2023","Lewis","MIVA","Mount Olive @Fairfax, VA","W 3-0",3,NA,36,11,72,0.347,34,5,11,30,5,2,6,NA,46,2
"2022-2023","02/09/2023","Lewis","MIVA","@ Ball St.","W 3-2",5,NA,59,26,130,0.254,55,3,24,30,4,2,20,NA,74,NA
"2022-2023","02/11/2023","Lewis","MIVA","@ Ohio St.","L 0-3",3,NA,41,16,90,0.278,39,2,8,29,5,1,12,1,50,NA
"2022-2023","02/15/2023","Lewis","MIVA","Quincy","W 3-0",3,NA,40,5,68,0.515,33,11,12,23,3,NA,8,NA,55,NA
"2022-2023","02/17/2023","Lewis","MIVA","Lindenwood","L 2-3",5,NA,47,24,117,0.197,39,6,16,45,11,2,13,NA,61.5,NA
"2022-2023","02/22/2023","Lewis","MIVA","Loyola Chicago","L 1-3",4,NA,42,23,99,0.192,39,6,16,27,6,7,NA,NA,55,NA
"2022-2023","02/24/2023","Lewis","MIVA","@ Purdue Fort Wayne","L 1-3",4,NA,50,23,115,0.235,47,8,13,37,4,NA,13,2,64.5,NA
"2022-2023","03/03/2023","Lewis","MIVA","@ McKendree","W 3-2",5,NA,57,23,119,0.286,50,3,18,31,2,1,11,1,66.5,NA
"2022-2023","03/04/2023","Lewis","MIVA","@ Maryville (MO)","W 3-0",3,NA,39,12,85,0.318,32,6,15,24,3,NA,20,NA,55,NA
"2022-2023","03/08/2023","Lewis","MIVA","Queens (NC)","W 3-0",3,NA,51,14,88,0.42,45,8,10,26,3,NA,9,NA,63.5,NA
"2022-2023","03/10/2023","Lewis","MIVA","Erskine","W 3-2",5,NA,65,23,137,0.307,61,12,18,44,6,NA,17,NA,NA,2
"2022-2023","03/18/2023","Lewis","MIVA","McKendree","W 3-0",3,NA,40,12,79,0.354,35,6,7,17,2,NA,10,4,51,2
"2022-2023","03/23/2023","Lewis","MIVA","@ Loyola Chicago","L 0-3",3,NA,32,20,78,0.154,30,2,10,23,3,1,13,2,41.5,NA
"2022-2023","03/25/2023","Lewis","MIVA","Purdue Fort Wayne","W 3-1",4,NA,47,18,108,0.269,45,5,20,36,3,NA,29,2,66.5,1
"2022-2023","03/30/2023","Lewis","MIVA","Ohio St.","L 0-3",3,NA,34,18,80,0.2,31,2,10,20,3,2,8,NA,42,NA
"2022-2023","04/01/2023","Lewis","MIVA","Ball St.","L 2-3",5,NA,63,21,134,0.313,57,3,21,37,6,1,30,NA,82,NA
"2022-2023","04/06/2023","Lewis","MIVA","@ Lindenwood","W 3-0",3,NA,33,17,80,0.2,29,3,13,25,5,2,23,NA,49.5,NA
"2022-2023","04/08/2023","Lewis","MIVA","@ Quincy","W 3-1",4,NA,56,20,111,0.324,49,7,23,31,3,6,10,NA,74,NA
"2022-2023","04/15/2023","Lewis","MIVA","#5 Purdue Fort Wayne 2023 MIVA MVB Tournament","W 3-1",4,NA,63,15,119,0.403,57,3,19,40,5,3,9,NA,73.5,NA
"2022-2023","04/19/2023","Lewis","MIVA","@#1 Ball St. 2023 MIVA MVB Tournament","L 0-3",3,NA,35,19,80,0.2,33,1,6,24,3,1,12,NA,43,NA
"2022-2023","01/06/2023","Lindenwood","MIVA","@ Grand Canyon","L 1-3",4,NA,54,22,128,0.25,49,3,30,24,4,5,2,NA,63,NA
"2022-2023","01/08/2023","Lindenwood","MIVA","@ Grand Canyon","L 0-3",3,NA,34,15,76,0.25,31,3,19,19,4,1,10,1,43,1
"2022-2023","01/11/2023","Lindenwood","MIVA","NJIT","W 3-0",3,NA,34,11,83,0.277,32,8,16,20,3,1,6,4,46,NA
"2022-2023","01/13/2023","Lindenwood","MIVA","Southern California @Long Beach, CA","L 0-3",3,NA,30,17,77,0.169,28,2,11,16,5,1,6,2,36,2
"2022-2023","01/14/2023","Lindenwood","MIVA","@ Long Beach St.","L 0-3",3,NA,31,18,81,0.16,31,2,16,30,10,NA,2,2,34,NA
"2022-2023","02/03/2023","Lindenwood","MIVA","LIU","L 0-3",3,NA,41,23,102,0.176,39,3,11,30,5,2,2,5,47,NA
"2022-2023","02/04/2023","Lindenwood","MIVA","Missouri S&T","W 3-0",3,NA,43,17,89,0.292,38,9,15,26,1,3,8,NA,59,NA
"2022-2023","02/10/2023","Lindenwood","MIVA","Purdue Fort Wayne","W 3-2",5,NA,59,25,130,0.262,58,4,24,53,5,2,18,5,74,1
"2022-2023","02/11/2023","Lindenwood","MIVA","Loyola Chicago","L 2-3",5,NA,52,22,142,0.211,46,6,22,45,3,4,11,4,67.5,NA
"2022-2023","02/15/2023","Lindenwood","MIVA","@ McKendree","W 3-1",4,NA,48,15,105,0.314,45,6,22,35,5,2,24,1,68,NA
"2022-2023","02/17/2023","Lindenwood","MIVA","@ Lewis","W 3-2",5,NA,56,25,139,0.223,53,11,24,38,6,4,23,NA,82.5,1
"2022-2023","02/24/2023","Lindenwood","MIVA","Ball St.","L 2-3",5,NA,57,18,139,0.281,51,6,24,34,2,4,6,7,70,NA
"2022-2023","02/25/2023","Lindenwood","MIVA","Ohio St.","W 3-2",5,NA,60,22,165,0.23,58,3,17,52,2,2,25,NA,77.5,NA
"2022-2023","03/02/2023","Lindenwood","MIVA","@ Quincy","W 3-0",3,NA,43,13,81,0.37,41,9,17,22,3,5,7,NA,60.5,NA
"2022-2023","03/11/2023","Lindenwood","MIVA","Maryville (MO)","W 3-0",3,NA,47,14,81,0.407,46,8,14,22,4,3,2,NA,59,NA
"2022-2023","03/11/2023","Lindenwood","MIVA","King (TN)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/18/2023","Lindenwood","MIVA","Quincy","W 3-0",3,NA,33,7,79,0.329,29,11,16,35,NA,NA,4,NA,46,NA
"2022-2023","03/24/2023","Lindenwood","MIVA","@ Ohio St.","L 1-3",4,NA,38,20,103,0.175,34,3,17,23,7,1,8,2,46,NA
"2022-2023","03/25/2023","Lindenwood","MIVA","@ Ball St.","L 0-3",3,NA,37,18,90,0.211,36,2,11,16,2,1,6,NA,43,NA
"2022-2023","03/31/2023","Lindenwood","MIVA","@ Loyola Chicago","L 0-3",3,NA,32,20,81,0.148,30,4,17,26,4,1,9,1,41.5,2
"2022-2023","04/01/2023","Lindenwood","MIVA","@ Purdue Fort Wayne","L 1-3",4,NA,46,23,117,0.197,46,8,19,32,10,1,20,NA,65,NA
"2022-2023","04/06/2023","Lindenwood","MIVA","Lewis","L 0-3",3,NA,31,24,87,0.08,29,5,14,21,3,3,12,NA,45,NA
"2022-2023","04/08/2023","Lindenwood","MIVA","McKendree","W 3-1",4,NA,55,12,109,0.394,55,8,21,31,4,4,13,4,73.5,1
"2022-2023","04/15/2023","Lindenwood","MIVA","@#3 Ohio St. 2023 MIVA MVB Tournament","L 0-3",3,NA,37,12,80,0.313,36,2,11,23,2,NA,13,2,45.5,NA
"2022-2023","01/09/2023","Loyola Chicago","MIVA","Missouri S&T","W 3-0",3,NA,33,9,65,0.369,31,7,15,27,8,2,10,NA,47,NA
"2022-2023","01/12/2023","Loyola Chicago","MIVA","King (TN)","W 3-0",3,NA,42,16,78,0.333,40,NA,13,22,5,NA,17,2,63.5,NA
"2022-2023","01/13/2023","Loyola Chicago","MIVA","UC San Diego","W 3-0",3,NA,41,9,80,0.4,37,9,11,24,4,1,12,5,57,NA
"2022-2023","01/20/2023","Loyola Chicago","MIVA","@ NJIT","W 3-0",3,NA,30,11,74,0.257,24,3,13,21,3,3,14,NA,43,NA
"2022-2023","01/21/2023","Loyola Chicago","MIVA","@ LIU","W 3-1",4,NA,48,13,96,0.365,47,9,16,32,7,NA,23,1,68.5,3
"2022-2023","01/27/2023","Loyola Chicago","MIVA","Maryville (MO)","W 3-1",4,NA,59,19,111,0.36,56,NA,16,38,6,NA,23,1,83.5,NA
"2022-2023","01/28/2023","Loyola Chicago","MIVA","St. Francis Brooklyn","W 3-0",3,NA,40,7,78,0.423,35,7,12,25,3,3,12,1,56,NA
"2022-2023","02/02/2023","Loyola Chicago","MIVA","@ CUI","L 1-3",4,NA,47,19,133,0.211,45,6,19,41,5,2,21,2,65.5,NA
"2022-2023","02/03/2023","Loyola Chicago","MIVA","@ Long Beach St.","L 2-3",5,NA,62,17,124,0.363,59,5,21,40,4,NA,25,2,79.5,NA
"2022-2023","02/10/2023","Loyola Chicago","MIVA","@ Quincy","W 3-0",3,NA,34,11,64,0.359,32,8,16,15,3,1,12,NA,49,NA
"2022-2023","02/11/2023","Loyola Chicago","MIVA","@ Lindenwood","W 3-2",5,NA,58,26,141,0.227,55,3,23,49,6,3,11,2,69.5,NA
"2022-2023","02/16/2023","Loyola Chicago","MIVA","Ball St.","W 3-1",4,NA,46,14,95,0.337,45,7,13,18,6,NA,24,1,65,NA
"2022-2023","02/18/2023","Loyola Chicago","MIVA","Ohio St.","W 3-0",3,NA,48,15,93,0.355,42,2,10,30,1,NA,20,2,60,NA
"2022-2023","02/22/2023","Loyola Chicago","MIVA","@ Lewis","W 3-1",4,NA,49,22,105,0.257,47,6,20,28,6,6,8,NA,65,NA
"2022-2023","02/25/2023","Loyola Chicago","MIVA","McKendree","W 3-1",4,NA,59,21,119,0.319,57,8,13,40,6,NA,12,2,73,1
"2022-2023","03/04/2023","Loyola Chicago","MIVA","Purdue Fort Wayne","W 3-2",5,NA,59,17,131,0.321,55,6,26,39,10,1,24,1,78,NA
"2022-2023","03/07/2023","Loyola Chicago","MIVA","Queens (NC)","W 3-0",3,NA,43,13,85,0.353,40,6,15,24,5,1,12,1,56,NA
"2022-2023","03/10/2023","Loyola Chicago","MIVA","@ McKendree","W 3-2",5,NA,66,20,159,0.289,63,4,16,58,6,2,21,3,82.5,NA
"2022-2023","03/16/2023","Loyola Chicago","MIVA","Charleston (WV)","W 3-1",4,NA,54,12,103,0.408,51,7,12,33,3,2,8,3,67,NA
"2022-2023","03/18/2023","Loyola Chicago","MIVA","@ Purdue Fort Wayne","L 2-3",5,NA,58,29,132,0.22,57,3,22,48,7,NA,29,1,75.5,1
"2022-2023","03/23/2023","Loyola Chicago","MIVA","Lewis","W 3-0",3,NA,41,11,80,0.375,38,3,17,19,2,2,22,4,57,NA
"2022-2023","03/25/2023","Loyola Chicago","MIVA","Princeton @Fairfax, VA","L 1-3",4,NA,49,20,112,0.259,49,6,30,34,10,2,26,3,70,1
"2022-2023","03/26/2023","Loyola Chicago","MIVA","@ George Mason","W 3-2",5,NA,58,21,133,0.278,57,6,26,50,6,2,23,1,77.5,NA
"2022-2023","03/31/2023","Loyola Chicago","MIVA","Lindenwood","W 3-0",3,NA,31,9,70,0.314,30,4,19,22,4,2,12,2,43,2
"2022-2023","04/01/2023","Loyola Chicago","MIVA","Quincy","W 3-2",5,NA,61,16,110,0.409,60,10,28,38,5,2,22,2,84,NA
"2022-2023","04/06/2023","Loyola Chicago","MIVA","@ Ball St.","L 0-3",3,NA,42,16,92,0.283,40,2,16,22,2,NA,7,NA,47.5,1
"2022-2023","04/08/2023","Loyola Chicago","MIVA","@ Ohio St.","L 0-3",3,NA,40,18,100,0.22,38,6,24,32,3,1,20,2,57,1
"2022-2023","04/15/2023","Loyola Chicago","MIVA","#7 McKendree 2023 MIVA MVB Tournament","L 2-3",5,NA,60,11,118,0.415,57,7,20,37,4,2,14,1,76,1
"2022-2023","01/06/2023","McKendree","MIVA","@ BYU","L 0-3",3,NA,31,19,76,0.158,31,2,22,19,5,NA,8,4,37,NA
"2022-2023","01/07/2023","McKendree","MIVA","UC Irvine @Provo, UT","L 0-3",3,NA,42,15,97,0.278,40,2,19,27,11,1,9,3,49.5,NA
"2022-2023","01/10/2023","McKendree","MIVA","NJIT","W 3-1",4,NA,51,22,104,0.279,48,6,21,29,6,3,14,6,67,1
"2022-2023","01/20/2023","McKendree","MIVA","Central St. (OH)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","01/27/2023","McKendree","MIVA","Saint Francis @Cambridge, MA","W 3-1",4,NA,48,14,97,0.351,45,5,17,37,7,NA,8,3,57,NA
"2022-2023","01/28/2023","McKendree","MIVA","@ Harvard","W 3-2",5,NA,55,25,128,0.234,54,8,15,27,4,1,32,1,80,NA
"2022-2023","02/03/2023","McKendree","MIVA","Missouri S&T","W 3-1",4,NA,48,12,84,0.429,44,6,12,24,4,1,15,NA,62.5,NA
"2022-2023","02/04/2023","McKendree","MIVA","LIU","W 3-0",3,NA,39,11,83,0.337,33,2,12,37,5,NA,14,3,48,NA
"2022-2023","02/09/2023","McKendree","MIVA","@ Ohio St.","L 1-3",4,NA,51,21,136,0.221,49,2,18,46,3,NA,17,2,61.5,NA
"2022-2023","02/11/2023","McKendree","MIVA","@ Ball St.","L 1-3",4,NA,52,20,115,0.278,49,7,16,34,7,NA,7,NA,62.5,NA
"2022-2023","02/15/2023","McKendree","MIVA","Lindenwood","L 1-3",4,NA,51,24,115,0.235,47,5,19,35,6,NA,21,1,66.5,NA
"2022-2023","02/17/2023","McKendree","MIVA","Quincy","W 3-0",3,NA,36,11,69,0.362,33,2,14,27,3,1,25,2,51.5,NA
"2022-2023","02/22/2023","McKendree","MIVA","Purdue Fort Wayne","L 1-3",4,NA,50,26,127,0.189,48,2,17,44,7,1,19,NA,62.5,NA
"2022-2023","02/25/2023","McKendree","MIVA","@ Loyola Chicago","L 1-3",4,NA,42,17,111,0.225,40,6,10,30,8,NA,18,1,57,1
"2022-2023","03/03/2023","McKendree","MIVA","Lewis","L 2-3",5,NA,60,24,125,0.288,57,2,21,32,3,2,14,1,71,1
"2022-2023","03/10/2023","McKendree","MIVA","Loyola Chicago","L 2-3",5,NA,67,24,NA,0.259,61,6,16,60,4,NA,17,NA,81.5,NA
"2022-2023","03/10/2023","McKendree","MIVA","King (TN)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022-2023","03/18/2023","McKendree","MIVA","@ Lewis","L 0-3",3,NA,45,11,81,0.42,41,2,14,21,6,1,8,4,52,2
"2022-2023","03/23/2023","McKendree","MIVA","@ Purdue Fort Wayne","L 2-3",5,NA,60,32,144,0.194,58,9,19,48,3,1,12,3,76,NA
"2022-2023","03/30/2023","McKendree","MIVA","Ball St.","L 0-3",3,NA,37,12,80,0.313,35,2,14,16,3,NA,7,NA,42.5,NA
"2022-2023","04/01/2023","McKendree","MIVA","Ohio St.","L 1-3",4,NA,49,19,108,0.278,46,4,19,26,3,NA,11,NA,58.5,1
"2022-2023","04/06/2023","McKendree","MIVA","@ Quincy","L 2-3",5,NA,57,27,123,0.244,51,4,15,37,3,7,6,NA,71,NA
"2022-2023","04/08/2023","McKendree","MIVA","@ Lindenwood","L 1-3",4,NA,59,21,119,0.319,55,4,20,35,8,2,2,1,66,1
"2022-2023","04/15/2023","McKendree","MIVA","@#2 Loyola Chicago 2023 MIVA MVB Tournament","W 3-2",5,NA,66,20,138,0.333,60,4,17,41,7,1,2,2,72,1
"2022-2023","04/19/2023","McKendree","MIVA","@#3 Ohio St. 2023 MIVA MVB Tournament","L 1-3",4,NA,36,20,93,0.172,33,4,10,11,4,NA,14,5,47,NA
"2022-2023","01/05/2023","Ohio St.","MIVA","Central St. (OH)","W 3-0",3,NA,37,9,64,0.438,37,9,14,30,5,1,13,3,53.5,NA
"2022-2023","01/07/2023","Ohio St.","MIVA","Penn St.","L 1-3",4,NA,41,22,89,0.213,40,4,17,23,6,NA,13,4,51.5,NA
"2022-2023","01/14/2023","Ohio St.","MIVA","Grand Canyon @Fairfax, VA","L 2-3",5,NA,60,19,108,0.38,59,4,NA,24,6,NA,12,NA,70,NA
"2022-2023","01/15/2023","Ohio St.","MIVA","@ George Mason","W 3-1",4,NA,48,16,98,0.327,48,7,22,36,3,NA,21,NA,65.5,NA
"2022-2023","01/20/2023","Ohio St.","MIVA","Maryville (MO)","W 3-0",3,NA,33,9,66,0.364,32,NA,18,23,4,1,16,NA,55,NA
"2022-2023","01/21/2023","Ohio St.","MIVA","Missouri S&T","W 3-0",3,NA,39,13,67,0.388,33,8,16,21,3,2,14,2,56,NA
"2022-2023","01/26/2023","Ohio St.","MIVA","Princeton","W 3-1",4,NA,52,15,109,0.339,47,6,20,32,11,1,19,1,68.5,1
"2022-2023","01/27/2023","Ohio St.","MIVA","Princeton","W 3-2",5,NA,58,17,106,0.387,54,5,21,31,2,NA,20,2,73,NA
"2022-2023","02/03/2023","Ohio St.","MIVA","UCLA @University Park, PA","L 1-3",4,NA,50,19,113,0.274,48,3,14,47,11,2,4,1,57,NA
"2022-2023","02/04/2023","Ohio St.","MIVA","Southern California @University Park, PA","W 3-1",4,NA,57,19,118,0.322,54,4,14,45,5,1,12,1,68,NA
"2022-2023","02/09/2023","Ohio St.","MIVA","McKendree","W 3-1",4,NA,54,18,128,0.281,49,3,14,52,2,2,9,3,63.5,NA
"2022-2023","02/11/2023","Ohio St.","MIVA","Lewis","W 3-0",3,NA,45,11,90,0.378,43,5,10,30,2,1,9,1,55.5,NA
"2022-2023","02/16/2023","Ohio St.","MIVA","@ Purdue Fort Wayne","W 3-1",4,NA,54,19,121,0.289,52,8,12,36,4,NA,27,5,75.5,NA
