"Season","Date","Team","Conference","Opponent","Result","S","MS","Kills","Errors","Total Attacks","Hit Pct","Assists","Aces","SErr","Digs","RErr","Block Solos","Block Assists","BErr","PTS","BHE"
"2020-2021","04/10/2021","NJIT","EIVA","George Mason","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/22/2021","NJIT","EIVA","#3 George Mason @State College, PA (2021 EIVA MVB Tournament)","L 0-3",3,NA,38,20,99,0.182,36,3,15,28,5,NA,20,1,51,1
"2020-2021","01/22/2021","Penn St.","EIVA","@ Ohio St.","W 3-0",3,NA,27,11,65,0.246,26,6,22,16,2,2,8,1,39,1
"2020-2021","01/23/2021","Penn St.","EIVA","@ Ohio St.","L 0-3",3,NA,19,14,64,0.078,19,8,16,20,10,NA,18,3,36,1
"2020-2021","01/23/2021","Penn St.","EIVA","King (TN)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","01/29/2021","Penn St.","EIVA","Ohio St.","W 3-0",3,NA,32,6,54,0.481,31,6,16,21,2,1,8,3,43,NA
"2020-2021","01/30/2021","Penn St.","EIVA","Ohio St.","W 3-0",3,NA,35,11,74,0.324,33,6,10,24,2,3,8,3,48,NA
"2020-2021","02/04/2021","Penn St.","EIVA","Saint Francis","W 3-0",3,NA,40,11,76,0.382,37,7,13,34,3,NA,8,NA,51,NA
"2020-2021","02/06/2021","Penn St.","EIVA","Saint Francis","W 3-2",5,NA,49,24,112,0.223,46,6,22,42,3,2,17,1,65.5,NA
"2020-2021","02/13/2021","Penn St.","EIVA","NJIT","W 3-1",4,NA,51,11,92,0.435,47,12,18,24,1,NA,8,2,67,NA
"2020-2021","02/14/2021","Penn St.","EIVA","NJIT","L 0-3",3,NA,32,15,82,0.207,32,2,11,23,10,NA,9,1,38.5,NA
"2020-2021","02/19/2021","Penn St.","EIVA","@ Sacred Heart","W 3-0",3,NA,39,9,68,0.441,38,5,13,31,4,1,10,NA,50,1
"2020-2021","02/20/2021","Penn St.","EIVA","@ Sacred Heart","W 3-1",4,NA,46,17,115,0.252,45,13,16,42,6,2,16,NA,69,NA
"2020-2021","02/26/2021","Penn St.","EIVA","George Mason","W 3-1",4,NA,51,14,114,0.325,49,9,21,42,4,NA,6,2,63,1
"2020-2021","02/27/2021","Penn St.","EIVA","George Mason","W 3-0",3,NA,38,12,79,0.329,36,6,10,23,2,1,6,NA,48,NA
"2020-2021","03/05/2021","Penn St.","EIVA","Charleston (WV)","W 3-0",3,NA,35,11,70,0.343,35,7,15,28,NA,NA,4,3,44,1
"2020-2021","03/06/2021","Penn St.","EIVA","Charleston (WV)","W 3-0",3,NA,33,5,54,NA,33,6,9,19,5,1,2,3,41,NA
"2020-2021","03/12/2021","Penn St.","EIVA","@ Saint Francis","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/13/2021","Penn St.","EIVA","@ Saint Francis","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/19/2021","Penn St.","EIVA","@ NJIT","W 3-0",3,NA,44,20,109,0.22,40,1,16,42,1,2,12,1,53,NA
"2020-2021","03/20/2021","Penn St.","EIVA","@ NJIT","W 3-0",3,NA,42,6,82,0.439,40,2,12,33,4,1,8,NA,49,1
"2020-2021","03/26/2021","Penn St.","EIVA","Sacred Heart","W 3-0",3,NA,44,8,75,0.48,41,1,16,30,NA,1,8,NA,50,1
"2020-2021","03/27/2021","Penn St.","EIVA","Sacred Heart","W 3-0",3,NA,39,12,77,0.351,34,5,14,31,3,1,16,2,53,NA
"2020-2021","04/02/2021","Penn St.","EIVA","@ George Mason","W 3-0",3,NA,28,16,78,0.154,27,9,13,32,3,1,14,NA,45,NA
"2020-2021","04/03/2021","Penn St.","EIVA","@ George Mason","L 2-3",5,NA,56,16,131,0.305,49,8,20,38,6,1,10,NA,70,1
"2020-2021","04/09/2021","Penn St.","EIVA","@ Charleston (WV)","W 3-0",3,NA,30,5,54,0.463,28,13,14,23,4,NA,12,NA,49,NA
"2020-2021","04/10/2021","Penn St.","EIVA","@ Charleston (WV)","W 3-0",3,NA,24,5,43,0.442,23,13,15,19,3,4,4,NA,43,NA
"2020-2021","04/22/2021","Penn St.","EIVA","#4 Saint Francis 2021 EIVA MVB Tournament","W 3-0",3,NA,38,8,77,0.39,36,7,9,31,4,2,6,2,50,NA
"2020-2021","04/24/2021","Penn St.","EIVA","#3 George Mason 2021 EIVA MVB Tournament","W 3-1",4,NA,59,15,128,0.344,56,7,18,41,3,1,11,3,72.5,NA
"2020-2021","05/03/2021","Penn St.","EIVA","Belmont Abbey @Columbus, OH (2021 NCAA National Collegiate MVB Championship)","W 3-0",3,NA,33,4,57,0.509,31,11,15,15,5,1,6,2,48,NA
"2020-2021","05/04/2021","Penn St.","EIVA","Lewis @Columbus, OH (2021 NCAA National Collegiate MVB Championship)","L 0-3",3,NA,38,12,94,0.277,36,7,15,32,3,1,2,NA,47,1
"2020-2021","No data available in table","Princeton","EIVA","No data available in table","No data available in table",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/04/2021","Sacred Heart","EIVA","@ NJIT","L 0-3",3,NA,21,26,73,-0.068,19,2,7,20,5,NA,2,NA,24,1
"2020-2021","02/05/2021","Sacred Heart","EIVA","@ NJIT","L 0-3",3,NA,27,18,78,0.115,24,2,13,21,7,NA,4,NA,31,NA
"2020-2021","02/12/2021","Sacred Heart","EIVA","George Mason","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/13/2021","Sacred Heart","EIVA","George Mason","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","02/19/2021","Sacred Heart","EIVA","Penn St.","L 0-3",3,NA,17,19,71,-0.028,16,4,10,16,5,1,4,NA,24,1
"2020-2021","02/20/2021","Sacred Heart","EIVA","Penn St.","L 1-3",4,NA,37,29,114,0.07,35,6,10,48,13,3,10,NA,51,NA
"2020-2021","02/26/2021","Sacred Heart","EIVA","@ Charleston (WV)","L 0-3",3,NA,26,14,94,0.128,21,4,16,22,1,3,NA,NA,33,NA
"2020-2021","02/27/2021","Sacred Heart","EIVA","@ Charleston (WV)","L 1-3",4,NA,47,24,113,0.204,47,5,17,37,5,2,2,NA,55,NA
"2020-2021","03/05/2021","Sacred Heart","EIVA","@ Saint Francis","L 1-3",4,NA,39,18,106,0.198,37,1,18,28,10,2,2,NA,43,NA
"2020-2021","03/06/2021","Sacred Heart","EIVA","@ Saint Francis","L 0-3",3,NA,26,25,88,0.011,24,3,11,33,4,NA,4,NA,31,3
"2020-2021","03/12/2021","Sacred Heart","EIVA","NJIT","L 0-3",3,NA,27,18,80,0.113,25,3,16,20,2,4,8,1,38,1
"2020-2021","03/13/2021","Sacred Heart","EIVA","NJIT","L 0-3",3,NA,29,20,74,0.122,27,6,10,23,8,2,6,NA,40,NA
"2020-2021","03/21/2021(1)","Sacred Heart","EIVA","@ George Mason","L 0-3",3,NA,24,19,91,0.055,23,3,8,27,5,4,8,NA,35,NA
"2020-2021","03/21/2021(2)","Sacred Heart","EIVA","@ George Mason","L 0-3",3,NA,32,17,102,0.147,31,1,15,44,3,4,6,NA,40,NA
"2020-2021","03/26/2021","Sacred Heart","EIVA","@ Penn St.","L 0-3",3,NA,25,19,83,0.072,23,NA,11,19,1,1,4,3,28,NA
"2020-2021","03/27/2021","Sacred Heart","EIVA","@ Penn St.","L 0-3",3,NA,18,21,74,-0.041,16,3,9,16,5,2,7,2,26.5,1
"2020-2021","03/30/2021(1)","Sacred Heart","EIVA","@ St. Francis Brooklyn","W 3-1",4,NA,53,15,99,0.384,48,5,15,41,5,2,6,1,63,NA
"2020-2021","03/30/2021(2)","Sacred Heart","EIVA","@ St. Francis Brooklyn","L 2-3",5,NA,39,25,126,0.111,34,8,22,38,5,5,9,1,56.5,3
"2020-2021","04/02/2021","Sacred Heart","EIVA","Charleston (WV)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/03/2021","Sacred Heart","EIVA","Charleston (WV)","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","04/06/2021(1)","Sacred Heart","EIVA","St. Francis Brooklyn","L 0-3",3,NA,29,18,88,0.125,28,4,10,21,8,1,2,1,35,NA
"2020-2021","04/06/2021(2)","Sacred Heart","EIVA","St. Francis Brooklyn","L 1-3",4,NA,44,17,109,0.248,39,3,16,31,2,2,16,1,57,NA
"2020-2021","04/09/2021","Sacred Heart","EIVA","Saint Francis","L 1-3",4,NA,32,28,126,0.032,29,6,16,54,6,2,14,NA,47,NA
"2020-2021","04/10/2021","Sacred Heart","EIVA","Saint Francis","L 0-3",3,NA,24,9,66,0.227,23,3,14,17,9,1,6,NA,31,1
"2020-2021","04/16/2021","Sacred Heart","EIVA","@#3 George Mason 2021 EIVA MVB Tournament","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","01/15/2021","Saint Francis","EIVA","Limestone @Charlotte, NC","L 1-3",4,NA,40,25,116,0.129,40,6,23,31,3,2,10,1,53,NA
"2020-2021","01/15/2021","Saint Francis","EIVA","@ Queens (NC)","L 2-3",5,NA,49,32,141,0.121,47,9,18,49,11,2,10,1,65,NA
"2020-2021","01/16/2021","Saint Francis","EIVA","@ Queens (NC)","W 3-1",4,NA,47,21,115,0.226,44,11,17,37,3,NA,18,NA,67,NA
"2020-2021","01/22/2021","Saint Francis","EIVA","King (TN)","L 1-3",4,NA,49,27,128,0.172,42,5,22,41,5,1,19,NA,64.5,1
"2020-2021","01/23/2021","Saint Francis","EIVA","King (TN)","L 2-3",5,NA,64,22,132,0.318,60,5,30,37,7,NA,19,NA,78.5,NA
"2020-2021","01/29/2021","Saint Francis","EIVA","Lewis","L 0-3",3,NA,31,22,88,0.102,28,3,8,28,4,1,8,1,39,NA
"2020-2021","01/30/2021","Saint Francis","EIVA","Loyola Chicago","L 2-3",5,NA,52,NA,139,0.137,46,7,24,38,6,4,8,NA,67,4
"2020-2021","02/04/2021","Saint Francis","EIVA","@ Penn St.","L 0-3",3,NA,23,13,75,0.133,23,3,14,23,7,1,4,2,29,NA
"2020-2021","02/06/2021","Saint Francis","EIVA","@ Penn St.","L 2-3",5,NA,49,25,123,0.195,47,3,NA,33,6,NA,21,NA,62.5,1
"2020-2021","02/12/2021","Saint Francis","EIVA","Charleston (WV)","L 2-3",5,NA,58,18,142,0.282,54,4,31,55,7,2,19,1,73.5,NA
"2020-2021","02/13/2021","Saint Francis","EIVA","Charleston (WV)","L 0-3",3,NA,31,16,82,0.183,25,3,15,25,1,2,6,2,39,2
"2020-2021","02/19/2021","Saint Francis","EIVA","@ George Mason","L 0-3",3,NA,19,18,84,0.012,19,3,10,29,8,NA,8,NA,26,NA
"2020-2021","02/20/2021","Saint Francis","EIVA","@ George Mason","L 0-3",3,NA,30,22,86,0.093,27,2,12,22,4,NA,8,NA,36,2
"2020-2021","02/25/2021","Saint Francis","EIVA","@ NJIT","L 0-3",3,NA,23,25,78,-0.026,19,4,16,24,3,NA,12,NA,33,NA
"2020-2021","02/26/2021","Saint Francis","EIVA","@ NJIT","L 0-3",3,NA,24,16,91,0.088,19,3,10,26,9,2,6,3,32,NA
"2020-2021","03/05/2021","Saint Francis","EIVA","Sacred Heart","W 3-1",4,NA,55,25,114,0.263,50,10,17,39,1,NA,2,1,66,NA
"2020-2021","03/06/2021","Saint Francis","EIVA","Sacred Heart","W 3-0",3,NA,32,7,75,0.333,27,4,15,26,3,NA,NA,NA,47.5,3
"2020-2021","03/12/2021","Saint Francis","EIVA","Penn St.","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/13/2021","Saint Francis","EIVA","Penn St.","Canceled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-2021","03/19/2021","Saint Francis","EIVA","@ Charleston (WV)","W 3-2",5,NA,53,23,112,0.268,48,NA,26,45,7,2,16,NA,80,NA
"2020-2021","03/20/2021","Saint Francis","EIVA","@ Charleston (WV)","W 3-0",3,NA,39,14,87,0.287,37,5,16,35,2,3,8,NA,51,NA
"2020-2021","03/26/2021","Saint Francis","EIVA","George Mason","L 2-3",5,NA,NA,27,NA,0.248,NA,9,27,53,6,2,21,NA,NA,1
"2020-2021","03/27/2021","Saint Francis","EIVA","George Mason","L 0-3",3,NA,33,22,89,0.124,29,5,15,33,3,NA,12,NA,44,NA
"2020-2021","04/02/2021","Saint Francis","EIVA","NJIT","L 2-3",5,NA,51,15,102,0.353,47,6,21,25,10,2,8,1,63,NA
"2020-2021","04/03/2021","Saint Francis","EIVA","NJIT","L 0-3",3,NA,33,23,99,0.101,32,2,12,29,5,2,2,2,38,NA
"2020-2021","04/09/2021","Saint Francis","EIVA","@ Sacred Heart","W 3-1",4,NA,50,23,132,0.205,46,6,24,55,6,3,22,NA,70,NA
"2020-2021","04/10/2021","Saint Francis","EIVA","@ Sacred Heart","W 3-0",3,NA,42,13,81,0.358,41,9,14,28,3,2,10,NA,58,1
"2020-2021","04/17/2021","Saint Francis","EIVA","#5 Charleston (WV) 2021 EIVA MVB Tournament","W 3-1",4,NA,48,16,100,0.32,45,7,20,27,4,NA,16,NA,63,NA
"2020-2021","04/22/2021","Saint Francis","EIVA","@#1 Penn St. 2021 EIVA MVB Tournament","L 0-3",3,NA,35,16,85,0.224,33,4,13,27,7,2,4,1,43,NA
"2020-2021","01/22/2021","Ball St.","MIVA","@ George Mason","L 2-3",5,NA,67,29,164,0.232,62,5,23,43,3,2,22,1,85,NA
"2020-2021","01/23/2021","Ball St.","MIVA","@ George Mason","W 3-1",4,NA,56,25,129,0.24,52,7,12,40,1,3,16,NA,74,1
"2020-2021","01/28/2021","Ball St.","MIVA","Lincoln Memorial","W 3-0",3,NA,46,10,84,0.429,40,2,8,33,NA,3,7,2,54.5,2
"2020-2021","01/29/2021","Ball St.","MIVA","Lincoln Memorial","W 3-1",4,NA,63,23,130,0.308,60,6,14,40,4,1,26,NA,83,NA
"2020-2021","02/05/2021","Ball St.","MIVA","Purdue Fort Wayne","W 3-1",4,NA,55,22,103,0.32,50,6,14,43,6,2,15,1,70.5,NA
"2020-2021","02/06/2021","Ball St.","MIVA","Purdue Fort Wayne","W 3-0",3,NA,39,15,76,0.316,35,2,9,19,2,NA,21,1,51.5,NA
"2020-2021","02/19/2021","Ball St.","MIVA","Lindenwood","W 3-0",3,NA,47,15,93,0.344,43,2,6,34,1,1,16,2,58,NA
"2020-2021","02/20/2021","Ball St.","MIVA","Lindenwood","W 3-0",3,NA,46,15,87,0.356,43,1,6,30,1,NA,8,2,51,NA
"2020-2021","02/27/2021","Ball St.","MIVA","Ohio St.","L 2-3",5,NA,49,22,130,0.208,42,6,15,38,4,NA,18,4,64,NA
"2020-2021","03/05/2021","Ball St.","MIVA","@ Lewis","L 0-3",3,NA,38,17,109,0.193,33,2,6,40,1,1,10,4,46,NA
"2020-2021","03/06/2021","Ball St.","MIVA","@ Lewis","L 0-3",3,NA,31,17,92,0.152,29,2,10,24,5,1,11,1,39.5,NA
"2020-2021","03/11/2021","Ball St.","MIVA","@ Ohio St.","W 3-2",5,NA,66,21,147,0.306,61,11,20,44,2,5,4,5,84,NA
"2020-2021","03/19/2021","Ball St.","MIVA","@ Quincy","W 3-1",4,NA,44,22,98,0.224,43,11,18,27,3,NA,16,NA,63,NA
"2020-2021","03/20/2021","Ball St.","MIVA","@ Quincy","W 3-0",3,NA,50,12,82,0.463,49,3,15,23,1,NA,8,NA,57,NA
"2020-2021","03/26/2021","Ball St.","MIVA","Loyola Chicago","L 0-3",3,NA,39,18,81,0.259,35,3,17,15,3,NA,9,NA,46.5,NA
"2020-2021","03/27/2021","Ball St.","MIVA","Loyola Chicago","L 1-3",4,NA,57,29,155,0.181,53,1,16,54,2,1,13,1,65.5,NA
"2020-2021","04/02/2021","Ball St.","MIVA","@ McKendree","L 1-3",4,NA,49,23,110,0.236,45,2,15,29,2,1,7,NA,55.5,NA
"2020-2021","04/03/2021","Ball St.","MIVA","@ McKendree","W 3-2",5,NA,61,25,146,0.247,59,3,14,54,6,3,NA,1,NA,2
"2020-2021","04/10/2021","Ball St.","MIVA","#5 Ohio St. 2021 MIVA MVB Tournament","W 3-1",4,NA,61,14,121,0.388,59,3,14,37,2,NA,19,2,73.5,NA
"2020-2021","04/17/2021","Ball St.","MIVA","@#1 Lewis 2021 MIVA MVB Tournament","L 0-3",3,NA,36,17,85,0.224,34,2,12,24,7,NA,7,2,41.5,NA
"2020-2021","01/20/2021","Lewis","MIVA","Campbellsville","W 3-1",4,NA,46,11,88,0.398,39,NA,19,23,1,4,22,NA,73,NA
"2020-2021","01/22/2021","Lewis","MIVA","Queens (NC)","W 3-0",3,NA,38,6,74,0.432,36,4,19,24,2,1,21,1,53.5,NA
"2020-2021","01/23/2021","Lewis","MIVA","Lincoln Memorial","W 3-0",3,NA,45,13,96,0.333,39,3,13,26,3,1,17,1,57.5,NA
"2020-2021","01/29/2021","Lewis","MIVA","@ Saint Francis","W 3-0",3,NA,42,21,98,0.214,38,4,12,28,3,4,6,NA,53,NA
"2020-2021","01/30/2021","Lewis","MIVA","NJIT @Loretto, PA","W 3-2",5,NA,62,25,138,0.268,51,3,16,41,6,3,24,2,80,NA
"2020-2021","02/05/2021","Lewis","MIVA","@ Ohio St.","L 1-3",4,NA,45,20,111,0.225,44,2,16,33,NA,2,30,NA,64,NA
"2020-2021","02/06/2021","Lewis","MIVA","@ Ohio St.","W 3-0",3,NA,33,4,77,0.377,28,6,11,26,5,NA,21,NA,49.5,NA
"2020-2021","02/19/2021","Lewis","MIVA","Purdue Fort Wayne","W 3-1",4,NA,47,8,95,0.411,46,5,13,24,6,NA,20,2,62,NA
"2020-2021","02/20/2021","Lewis","MIVA","Purdue Fort Wayne","W 3-2",5,NA,65,23,139,0.302,62,3,24,44,2,2,15,1,77.5,NA
"2020-2021","02/26/2021","Lewis","MIVA","McKendree","L 1-3",4,NA,47,16,117,0.265,45,3,18,33,8,2,15,1,59.5,NA
"2020-2021","03/05/2021","Lewis","MIVA","Ball St.","W 3-0",3,NA,47,9,108,0.352,45,1,11,44,2,NA,19,1,57.5,NA
"2020-2021","03/06/2021","Lewis","MIVA","Ball St.","W 3-0",3,NA,43,10,81,0.407,38,5,8,36,2,NA,15,NA,55.5,NA
"2020-2021","03/12/2021","Lewis","MIVA","@ McKendree","W 3-0",3,NA,40,14,81,0.321,35,6,13,26,NA,2,6,NA,51,NA
"2020-2021","03/19/2021","Lewis","MIVA","@ Lindenwood","W 3-0",3,NA,42,9,90,0.367,40,8,17,25,1,2,10,1,57,NA
"2020-2021","03/21/2021","Lewis","MIVA","@ Lindenwood","W 3-0",3,NA,47,13,91,0.374,46,5,13,30,NA,2,18,1,63,NA
"2020-2021","03/26/2021","Lewis","MIVA","Quincy","W 3-0",3,NA,43,9,77,0.442,37,6,11,36,NA,NA,9,NA,53.5,NA
"2020-2021","03/27/2021","Lewis","MIVA","Quincy","W 3-0",3,NA,34,7,61,0.443,32,8,13,21,4,5,14,1,54,NA
"2020-2021","04/01/2021","Lewis","MIVA","@ Loyola Chicago","W 3-0",3,NA,38,14,91,0.264,36,5,9,32,3,1,20,1,54,NA
"2020-2021","04/02/2021","Lewis","MIVA","@ Loyola Chicago","W 3-2",5,NA,NA,16,162,0.327,63,3,17,61,4,2,22,4,85,NA
"2020-2021","04/10/2021","Lewis","MIVA","#8 Quincy 2021 MIVA MVB Tournament","W 3-0",3,NA,39,10,74,0.392,36,6,13,22,4,NA,20,1,55,NA
"2020-2021","04/17/2021","Lewis","MIVA","#4 Ball St. 2021 MIVA MVB Tournament","W 3-0",3,NA,38,7,72,0.431,35,7,12,26,2,1,8,1,50,NA
"2020-2021","04/24/2021","Lewis","MIVA","#2 Loyola Chicago 2021 MIVA MVB Tournament","W 3-0",3,NA,39,11,77,0.364,33,4,15,25,2,NA,18,1,52,NA
"2020-2021","05/04/2021","Lewis","MIVA","Penn St. @Columbus, OH (2021 NCAA National Collegiate MVB Championship)","W 3-0",3,NA,46,6,87,0.46,43,3,17,37,7,1,17,1,58.5,NA
"2020-2021","05/06/2021","Lewis","MIVA","#2 BYU @Columbus, OH (2021 NCAA National Collegiate MVB Championship)","L 1-3",4,NA,43,19,101,0.238,39,2,22,22,7,NA,14,1,52,NA
"2020-2021","01/22/2021","Lindenwood","MIVA","Georgetown (KY)","W 3-2",5,NA,52,26,104,0.25,48,9,15,43,4,1,16,NA,70,NA
"2020-2021","01/29/2021","Lindenwood","MIVA","@ King (TN)","W 3-0",3,NA,31,13,66,0.273,31,11,10,29,3,NA,9,2,46.5,1
"2020-2021","01/30/2021","Lindenwood","MIVA","@ Lincoln Memorial","W 3-1",4,NA,44,20,97,0.247,41,10,13,33,1,5,14,2,66,NA
"2020-2021","02/04/2021","Lindenwood","MIVA","McKendree","L 0-3",3,NA,32,18,85,0.165,32,2,13,23,4,2,3,2,37.5,1
"2020-2021","02/06/2021","Lindenwood","MIVA","McKendree","L 0-3",3,NA,32,25,97,0.072,31,1,10,36,5,1,20,2,44,NA
"2020-2021","02/12/2021","Lindenwood","MIVA","@ Loyola Chicago","L 0-3",3,NA,30,18,76,0.158,25,1,9,21,6,NA,21,1,41.5,1
"2020-2021","02/13/2021","Lindenwood","MIVA","@ Loyola Chicago","L 1-3",4,NA,45,13,104,0.308,43,5,11,32,7,NA,16,3,58,NA
"2020-2021","02/19/2021","Lindenwood","MIVA","@ Ball St.","L 0-3",3,NA,34,16,88,0.205,33,1,8,20,2,1,12,4,42,NA
"2020-2021","02/20/2021","Lindenwood","MIVA","@ Ball St.","L 0-3",3,NA,38,16,97,0.227,38,1,12,18,1,1,16,2,48,NA
"2020-2021","02/26/2021","Lindenwood","MIVA","@ Quincy","L 1-3",4,NA,53,23,117,0.256,51,3,14,26,2,2,20,2,68,2
"2020-2021","03/12/2021","Lindenwood","MIVA","Quincy","W 3-1",4,NA,59,16,105,0.41,57,6,12,33,4,3,12,3,74,NA
"2020-2021","03/19/2021","Lindenwood","MIVA","Lewis","L 0-3",3,NA,38,17,88,0.239,38,1,11,30,8,2,6,2,44,NA
"2020-2021","03/21/2021","Lindenwood","MIVA","Lewis","L 0-3",3,NA,43,16,96,0.281,40,NA,10,29,5,3,9,1,50.5,2
"2020-2021","03/26/2021","Lindenwood","MIVA","@ Ohio St.","L 0-3",3,NA,32,19,79,0.165,32,2,13,20,5,1,6,NA,38,1
"2020-2021","03/27/2021","Lindenwood","MIVA","@ Ohio St.","L 0-3",3,NA,29,17,75,0.16,27,2,6,17,4,NA,20,4,41,NA
"2020-2021","04/02/2021","Lindenwood","MIVA","Purdue Fort Wayne","L 2-3",5,NA,55,25,141,0.213,53,NA,17,45,5,5,16,2,68,1
"2020-2021","04/03/2021","Lindenwood","MIVA","Purdue Fort Wayne","W 3-2",5,NA,59,25,138,0.246,58,6,19,48,1,3,13,5,74.5,2
"2020-2021","04/10/2021","Lindenwood","MIVA","@#2 Loyola Chicago 2021 MIVA MVB Tournament","L 1-3",4,NA,44,29,111,0.135,41,5,7,39,5,3,19,1,61.5,1
"2020-2021","01/22/2021","Loyola Chicago","MIVA","Lincoln Memorial","W 3-1",4,NA,52,17,129,0.271,50,7,16,39,5,1,24,NA,72,NA
"2020-2021","01/23/2021","Loyola Chicago","MIVA","Queens (NC)","W 3-0",3,NA,41,11,82,0.366,36,8,13,27,2,NA,13,2,55.5,1
"2020-2021","01/30/2021","Loyola Chicago","MIVA","@ Saint Francis","W 3-2",5,NA,48,18,115,0.261,41,6,20,43,7,4,18,2,67,1
"2020-2021","01/30/2021","Loyola Chicago","MIVA","NJIT @Loretto, PA","W 3-0",3,NA,47,12,88,0.398,46,3,7,31,1,1,10,1,56,NA
"2020-2021","02/05/2021","Loyola Chicago","MIVA","@ Quincy","W 3-0",3,NA,38,10,74,0.378,36,7,8,31,1,NA,8,7,49,NA
"2020-2021","02/06/2021","Loyola Chicago","MIVA","@ Quincy","W 3-0",3,NA,36,8,65,0.431,36,8,13,28,NA,NA,14,NA,51,1
"2020-2021","02/12/2021","Loyola Chicago","MIVA","Lindenwood","W 3-0",3,NA,42,12,79,0.38,40,6,16,25,1,NA,18,2,57,NA
"2020-2021","02/13/2021","Loyola Chicago","MIVA","Lindenwood","W 3-1",4,NA,57,21,122,0.295,51,7,9,34,5,NA,12,NA,70,NA
"2020-2021","02/20/2021","Loyola Chicago","MIVA","@ Ohio St.","L 2-3",5,NA,48,16,101,0.317,45,4,21,36,3,1,25,2,65.5,NA
"2020-2021","02/21/2021","Loyola Chicago","MIVA","@ Ohio St.","L 0-3",3,NA,30,15,80,0.188,29,2,15,21,5,NA,10,3,37,1
"2020-2021","02/25/2021","Loyola Chicago","MIVA","Purdue Fort Wayne","L 1-3",4,NA,50,23,112,0.241,45,5,16,18,5,2,15,1,64.5,NA
"2020-2021","03/12/2021","Loyola Chicago","MIVA","@ Purdue Fort Wayne","W 3-1",4,NA,60,16,140,0.314,60,6,20,49,2,1,16,2,75,NA
"2020-2021","03/18/2021","Loyola Chicago","MIVA","McKendree","W 3-0",3,NA,44,11,101,0.327,39,3,16,40,3,1,9,1,52.5,NA
"2020-2021","03/19/2021","Loyola Chicago","MIVA","McKendree","W 3-1",4,NA,64,28,139,0.259,59,5,19,51,3,1,8,1,74,1
"2020-2021","03/26/2021","Loyola Chicago","MIVA","@ Ball St.","W 3-0",3,NA,36,11,65,0.385,34,3,10,24,3,1,24,4,52,NA
"2020-2021","03/27/2021","Loyola Chicago","MIVA","@ Ball St.","W 3-1",4,NA,45,18,122,0.221,41,2,12,56,1,1,23,1,59.5,NA
"2020-2021","04/01/2021","Loyola Chicago","MIVA","Lewis","L 0-3",3,NA,35,23,97,0.124,34,3,9,37,5,1,11,NA,44.5,NA
"2020-2021","04/02/2021","Loyola Chicago","MIVA","Lewis","L 2-3",5,NA,68,21,162,0.29,63,4,10,NA,3,1,7,4,76.5,NA
"2020-2021","04/10/2021","Loyola Chicago","MIVA","#7 Lindenwood 2021 MIVA MVB Tournament","W 3-1",4,NA,55,23,131,0.244,52,5,15,32,5,2,29,2,76.5,2
"2020-2021","04/17/2021","Loyola Chicago","MIVA","#3 McKendree 2021 MIVA MVB Tournament","W 3-2",5,NA,51,32,145,0.131,48,6,19,51,4,1,20,1,68,NA
"2020-2021","04/24/2021","Loyola Chicago","MIVA","@#1 Lewis 2021 MIVA MVB Tournament","L 0-3",3,NA,27,18,78,0.115,27,2,13,26,4,2,4,1,33,NA
"2020-2021","01/24/2021","McKendree","MIVA","Lincoln Memorial","W 3-0",3,NA,34,16,80,0.225,31,5,7,25,1,2,23,NA,52.5,NA
"2020-2021","02/04/2021","McKendree","MIVA","@ Lindenwood","W 3-0",3,NA,37,10,78,0.346,30,4,9,28,2,1,11,3,47.5,NA
"2020-2021","02/06/2021","McKendree","MIVA","@ Lindenwood","W 3-0",3,NA,34,14,92,0.217,34,5,13,33,1,5,17,2,52.5,NA
"2020-2021","02/12/2021","McKendree","MIVA","Ohio St.","W 3-1",4,NA,48,10,96,0.396,44,6,13,35,5,2,13,5,62.5,NA
"2020-2021","02/13/2021","McKendree","MIVA","Ohio St.","W 3-1",4,NA,39,15,81,0.296,36,4,20,23,NA,1,14,1,51,NA
